rule,k,ote,sl_buf,tp_mode,sweep_lb,need_conf,use_idm,h4_trend,session,sides,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
1h,3,0.786,0.1,3R,10,5,0,1,kz,"(-1,)",77,12,1.05,3.0,0.03,0.325,-17.7,5/8,2.77,False
1h,3,0.786,0.1,3R,10,5,0,1,kz,"(1, -1)",191,29,1.197,28.2,0.17,0.346,-25.8,5/8,2.79,False
1h,3,0.786,0.1,3R,10,5,1,0,all,"(1,)",339,51,1.306,75.3,0.41,0.366,-27.3,4/8,2.76,False
1h,3,0.786,0.1,3R,10,5,1,0,all,"(-1,)",378,57,0.958,-12.6,-0.04,0.31,-47.1,4/8,2.73,False
1h,3,0.786,0.1,3R,10,5,1,0,all,"(1, -1)",717,107,1.114,62.7,0.2,0.336,-46.9,6/8,2.74,False
1h,3,0.786,0.1,3R,10,5,1,0,kz,"(1,)",205,32,1.374,55.0,0.37,0.376,-22.9,5/8,2.78,False
1h,3,0.786,0.1,3R,10,5,1,0,kz,"(-1,)",248,38,0.965,-6.9,-0.05,0.31,-19.2,5/8,2.76,False
1h,3,0.786,0.1,3R,10,5,1,0,kz,"(1, -1)",453,69,1.138,48.1,0.21,0.34,-35.4,5/8,2.76,False
1h,3,0.786,0.1,3R,10,5,1,1,all,"(1,)",183,27,1.336,44.4,0.39,0.366,-17.1,5/8,2.79,False
1h,3,0.786,0.1,3R,10,5,1,1,all,"(-1,)",120,18,1.04,3.7,0.04,0.325,-14.6,3/8,2.76,False
1h,3,0.786,0.1,3R,10,5,1,1,all,"(1, -1)",303,45,1.214,48.1,0.26,0.35,-27.8,5/8,2.78,False
1h,3,0.786,0.1,3R,10,5,1,1,kz,"(1,)",114,18,1.302,25.2,0.27,0.36,-14.6,5/8,2.8,False
1h,3,0.786,0.1,3R,10,5,1,1,kz,"(-1,)",77,12,1.05,3.0,0.03,0.325,-17.7,5/8,2.77,False
1h,3,0.786,0.1,3R,10,5,1,1,kz,"(1, -1)",191,29,1.197,28.2,0.17,0.346,-25.8,5/8,2.79,False
1h,3,0.786,0.25,2R,3,3,0,0,all,"(1,)",482,72,1.017,5.7,0.03,0.442,-31.6,3/8,1.75,False
1h,3,0.786,0.25,2R,3,3,0,0,all,"(-1,)",552,82,0.935,-25.0,-0.05,0.411,-80.3,4/8,1.76,False
1h,3,0.786,0.25,2R,3,3,0,0,all,"(1, -1)",1034,154,0.973,-19.3,-0.05,0.426,-62.8,4/8,1.75,False
1h,3,0.786,0.25,2R,3,3,0,0,kz,"(1,)",299,45,1.019,4.0,0.02,0.445,-27.9,3/8,1.76,False
1h,3,0.786,0.25,2R,3,3,0,0,kz,"(-1,)",348,52,0.956,-10.8,-0.04,0.417,-41.8,4/8,1.79,False
1h,3,0.786,0.25,2R,3,3,0,0,kz,"(1, -1)",647,96,0.985,-6.8,-0.02,0.43,-44.0,3/8,1.78,False
1h,3,0.786,0.25,2R,3,3,0,1,all,"(1,)",234,35,0.933,-11.3,-0.05,0.41,-33.3,5/8,1.78,False
1h,3,0.786,0.25,2R,3,3,0,1,all,"(-1,)",169,26,1.159,17.0,0.16,0.456,-16.0,6/8,1.79,False
1h,3,0.786,0.25,2R,3,3,0,1,all,"(1, -1)",403,60,1.021,5.7,0.03,0.429,-31.0,5/8,1.79,False
1h,3,0.786,0.25,2R,3,3,0,1,kz,"(1,)",140,22,0.896,-10.9,-0.06,0.407,-27.8,3/8,1.77,False
1h,3,0.786,0.25,2R,3,3,0,1,kz,"(-1,)",105,16,1.112,7.7,0.09,0.448,-13.4,6/8,1.82,False
1h,3,0.786,0.25,2R,3,3,0,1,kz,"(1, -1)",245,37,0.981,-3.2,-0.02,0.424,-25.2,3/8,1.79,False
1h,3,0.786,0.25,2R,3,3,1,0,all,"(1,)",482,72,1.017,5.7,0.03,0.442,-31.6,3/8,1.75,False
1h,3,0.786,0.25,2R,3,3,1,0,all,"(-1,)",552,82,0.935,-25.0,-0.05,0.411,-80.3,4/8,1.76,False
1h,3,0.786,0.25,2R,3,3,1,0,all,"(1, -1)",1034,154,0.973,-19.3,-0.05,0.426,-62.8,4/8,1.75,False
1h,3,0.786,0.25,2R,3,3,1,0,kz,"(1,)",299,45,1.019,4.0,0.02,0.445,-27.9,3/8,1.76,False
1h,3,0.786,0.25,2R,3,3,1,0,kz,"(-1,)",348,52,0.956,-10.8,-0.04,0.417,-41.8,4/8,1.79,False
1h,3,0.786,0.25,2R,3,3,1,0,kz,"(1, -1)",647,96,0.985,-6.8,-0.02,0.43,-44.0,3/8,1.78,False
1h,3,0.786,0.25,2R,3,3,1,1,all,"(1,)",234,35,0.933,-11.3,-0.05,0.41,-33.3,5/8,1.78,False
1h,3,0.786,0.25,2R,3,3,1,1,all,"(-1,)",169,26,1.159,17.0,0.16,0.456,-16.0,6/8,1.79,False
1h,3,0.786,0.25,2R,3,3,1,1,all,"(1, -1)",403,60,1.021,5.7,0.03,0.429,-31.0,5/8,1.79,False
1h,3,0.786,0.25,2R,3,3,1,1,kz,"(1,)",140,22,0.896,-10.9,-0.06,0.407,-27.8,3/8,1.77,False
1h,3,0.786,0.25,2R,3,3,1,1,kz,"(-1,)",105,16,1.112,7.7,0.09,0.448,-13.4,6/8,1.82,False
1h,3,0.786,0.25,2R,3,3,1,1,kz,"(1, -1)",245,37,0.981,-3.2,-0.02,0.424,-25.2,3/8,1.79,False
1h,3,0.786,0.25,2R,3,4,0,0,all,"(1,)",445,67,1.078,23.4,0.13,0.452,-26.7,5/8,1.76,False
1h,3,0.786,0.25,2R,3,4,0,0,all,"(-1,)",494,74,0.959,-13.9,-0.03,0.413,-66.9,5/8,1.77,False
1h,3,0.786,0.25,2R,3,4,0,0,all,"(1, -1)",939,140,1.015,9.5,0.03,0.431,-47.3,5/8,1.77,False
1h,3,0.786,0.25,2R,3,4,0,0,kz,"(1,)",279,43,1.059,11.4,0.07,0.448,-25.6,5/8,1.77,False
1h,3,0.786,0.25,2R,3,4,0,0,kz,"(-1,)",315,47,0.977,-5.1,-0.02,0.416,-38.0,4/8,1.81,False
1h,3,0.786,0.25,2R,3,4,0,0,kz,"(1, -1)",594,89,1.015,6.4,0.03,0.431,-36.1,6/8,1.79,False
1h,3,0.786,0.25,2R,3,4,0,1,all,"(1,)",217,32,0.993,-1.1,-0.01,0.424,-30.2,5/8,1.8,False
1h,3,0.786,0.25,2R,3,4,0,1,all,"(-1,)",152,23,1.225,20.9,0.22,0.461,-14.3,5/8,1.81,False
1h,3,0.786,0.25,2R,3,4,0,1,all,"(1, -1)",369,55,1.08,19.7,0.11,0.439,-27.1,7/8,1.8,False
1h,3,0.786,0.25,2R,3,4,0,1,kz,"(1,)",132,20,0.939,-5.9,-0.04,0.417,-23.9,4/8,1.78,False
1h,3,0.786,0.25,2R,3,4,0,1,kz,"(-1,)",92,14,1.143,8.3,0.13,0.446,-9.8,6/8,1.83,False
1h,3,0.786,0.25,2R,3,4,0,1,kz,"(1, -1)",224,34,1.016,2.4,0.02,0.429,-23.3,4/8,1.8,False
1h,3,0.786,0.25,2R,3,4,1,0,all,"(1,)",445,67,1.078,23.4,0.13,0.452,-26.7,5/8,1.76,False
1h,3,0.786,0.25,2R,3,4,1,0,all,"(-1,)",494,74,0.959,-13.9,-0.03,0.413,-66.9,5/8,1.77,False
1h,3,0.786,0.25,2R,3,4,1,0,all,"(1, -1)",939,140,1.015,9.5,0.03,0.431,-47.3,5/8,1.77,False
1h,3,0.786,0.25,2R,3,4,1,0,kz,"(1,)",279,43,1.059,11.4,0.07,0.448,-25.6,5/8,1.77,False
1h,3,0.786,0.25,2R,3,4,1,0,kz,"(-1,)",315,47,0.977,-5.1,-0.02,0.416,-38.0,4/8,1.81,False
1h,3,0.786,0.25,2R,3,4,1,0,kz,"(1, -1)",594,89,1.015,6.4,0.03,0.431,-36.1,6/8,1.79,False
1h,3,0.786,0.25,2R,3,4,1,1,all,"(1,)",217,32,0.993,-1.1,-0.01,0.424,-30.2,5/8,1.8,False
1h,3,0.786,0.25,2R,3,4,1,1,all,"(-1,)",152,23,1.225,20.9,0.22,0.461,-14.3,5/8,1.81,False
1h,3,0.786,0.25,2R,3,4,1,1,all,"(1, -1)",369,55,1.08,19.7,0.11,0.439,-27.1,7/8,1.8,False
1h,3,0.786,0.25,2R,3,4,1,1,kz,"(1,)",132,20,0.939,-5.9,-0.04,0.417,-23.9,4/8,1.78,False
1h,3,0.786,0.25,2R,3,4,1,1,kz,"(-1,)",92,14,1.143,8.3,0.13,0.446,-9.8,6/8,1.83,False
1h,3,0.786,0.25,2R,3,4,1,1,kz,"(1, -1)",224,34,1.016,2.4,0.02,0.429,-23.3,4/8,1.8,False
1h,3,0.786,0.25,2R,3,5,0,0,all,"(1,)",280,42,1.092,16.9,0.15,0.421,-17.1,4/8,1.84,False
1h,3,0.786,0.25,2R,3,5,0,0,all,"(-1,)",319,48,1.1,20.6,0.09,0.436,-35.7,5/8,1.82,False
1h,3,0.786,0.25,2R,3,5,0,0,all,"(1, -1)",599,89,1.096,37.5,0.18,0.429,-30.4,5/8,1.83,False
1h,3,0.786,0.25,2R,3,5,0,0,kz,"(1,)",168,26,1.09,10.0,0.09,0.417,-17.3,5/8,1.86,False
1h,3,0.786,0.25,2R,3,5,0,0,kz,"(-1,)",212,32,1.069,9.6,0.07,0.429,-21.4,5/8,1.83,False
1h,3,0.786,0.25,2R,3,5,0,0,kz,"(1, -1)",380,58,1.078,19.6,0.11,0.424,-26.1,4/8,1.84,False
1h,3,0.786,0.25,2R,3,5,0,1,all,"(1,)",151,23,1.068,6.9,0.06,0.411,-17.1,4/8,1.86,False
1h,3,0.786,0.25,2R,3,5,0,1,all,"(-1,)",99,15,1.566,30.4,0.63,0.515,-7.4,5/8,1.84,False
1h,3,0.786,0.25,2R,3,5,0,1,all,"(1, -1)",250,38,1.242,37.3,0.36,0.452,-15.6,6/8,1.85,False
1h,3,0.786,0.25,2R,3,5,0,1,kz,"(1,)",94,15,1.042,2.7,0.04,0.404,-10.9,4/8,1.87,False
1h,3,0.786,0.25,2R,3,5,0,1,kz,"(-1,)",63,10,1.244,9.4,0.25,0.46,-5.7,5/8,1.85,False
1h,3,0.786,0.25,2R,3,5,0,1,kz,"(1, -1)",157,24,1.118,12.0,0.14,0.427,-13.3,5/8,1.86,False
1h,3,0.786,0.25,2R,3,5,1,0,all,"(1,)",280,42,1.092,16.9,0.15,0.421,-17.1,4/8,1.84,False
1h,3,0.786,0.25,2R,3,5,1,0,all,"(-1,)",319,48,1.1,20.6,0.09,0.436,-35.7,5/8,1.82,False
1h,3,0.786,0.25,2R,3,5,1,0,all,"(1, -1)",599,89,1.096,37.5,0.18,0.429,-30.4,5/8,1.83,False
1h,3,0.786,0.25,2R,3,5,1,0,kz,"(1,)",168,26,1.09,10.0,0.09,0.417,-17.3,5/8,1.86,False
1h,3,0.786,0.25,2R,3,5,1,0,kz,"(-1,)",212,32,1.069,9.6,0.07,0.429,-21.4,5/8,1.83,False
1h,3,0.786,0.25,2R,3,5,1,0,kz,"(1, -1)",380,58,1.078,19.6,0.11,0.424,-26.1,4/8,1.84,False
1h,3,0.786,0.25,2R,3,5,1,1,all,"(1,)",151,23,1.068,6.9,0.06,0.411,-17.1,4/8,1.86,False
1h,3,0.786,0.25,2R,3,5,1,1,all,"(-1,)",99,15,1.566,30.4,0.63,0.515,-7.4,5/8,1.84,False
1h,3,0.786,0.25,2R,3,5,1,1,all,"(1, -1)",250,38,1.242,37.3,0.36,0.452,-15.6,6/8,1.85,False
1h,3,0.786,0.25,2R,3,5,1,1,kz,"(1,)",94,15,1.042,2.7,0.04,0.404,-10.9,4/8,1.87,False
1h,3,0.786,0.25,2R,3,5,1,1,kz,"(-1,)",63,10,1.244,9.4,0.25,0.46,-5.7,5/8,1.85,False
1h,3,0.786,0.25,2R,3,5,1,1,kz,"(1, -1)",157,24,1.118,12.0,0.14,0.427,-13.3,5/8,1.86,False
1h,3,0.786,0.25,2R,6,3,0,0,all,"(1,)",557,83,1.064,24.1,0.1,0.451,-34.4,4/8,1.75,False
1h,3,0.786,0.25,2R,6,3,0,0,all,"(-1,)",637,95,0.893,-48.4,-0.08,0.399,-91.3,4/8,1.76,False
1h,3,0.786,0.25,2R,6,3,0,0,all,"(1, -1)",1194,178,0.971,-24.3,-0.05,0.423,-69.4,3/8,1.76,False
1h,3,0.786,0.25,2R,6,3,0,0,kz,"(1,)",344,52,1.09,21.2,0.1,0.459,-31.0,5/8,1.77,False
1h,3,0.786,0.25,2R,6,3,0,0,kz,"(-1,)",395,59,0.924,-21.3,-0.06,0.408,-50.2,3/8,1.79,False
1h,3,0.786,0.25,2R,6,3,0,0,kz,"(1, -1)",739,110,1.0,-0.1,-0.0,0.432,-48.7,4/8,1.78,False
1h,3,0.786,0.25,2R,6,3,0,1,all,"(1,)",274,41,1.014,2.7,0.01,0.427,-32.5,5/8,1.79,False
1h,3,0.786,0.25,2R,6,3,0,1,all,"(-1,)",191,29,1.094,11.7,0.11,0.44,-16.7,4/8,1.79,False
1h,3,0.786,0.25,2R,6,3,0,1,all,"(1, -1)",465,70,1.045,14.4,0.07,0.432,-32.7,4/8,1.79,False
1h,3,0.786,0.25,2R,6,3,0,1,kz,"(1,)",163,25,1.007,0.8,0.0,0.429,-26.2,5/8,1.79,False
1h,3,0.786,0.25,2R,6,3,0,1,kz,"(-1,)",115,18,1.093,7.0,0.06,0.443,-17.4,5/8,1.82,False
1h,3,0.786,0.25,2R,6,3,0,1,kz,"(1, -1)",278,43,1.041,7.8,0.04,0.435,-27.6,4/8,1.8,False
1h,3,0.786,0.25,2R,6,3,1,0,all,"(1,)",557,83,1.064,24.1,0.1,0.451,-34.4,4/8,1.75,False
1h,3,0.786,0.25,2R,6,3,1,0,all,"(-1,)",637,95,0.893,-48.4,-0.08,0.399,-91.3,4/8,1.76,False
1h,3,0.786,0.25,2R,6,3,1,0,all,"(1, -1)",1194,178,0.971,-24.3,-0.05,0.423,-69.4,3/8,1.76,False
1h,3,0.786,0.25,2R,6,3,1,0,kz,"(1,)",344,52,1.09,21.2,0.1,0.459,-31.0,5/8,1.77,False
1h,3,0.786,0.25,2R,6,3,1,0,kz,"(-1,)",395,59,0.924,-21.3,-0.06,0.408,-50.2,3/8,1.79,False
1h,3,0.786,0.25,2R,6,3,1,0,kz,"(1, -1)",739,110,1.0,-0.1,-0.0,0.432,-48.7,4/8,1.78,False
1h,3,0.786,0.25,2R,6,3,1,1,all,"(1,)",274,41,1.014,2.7,0.01,0.427,-32.5,5/8,1.79,False
1h,3,0.786,0.25,2R,6,3,1,1,all,"(-1,)",191,29,1.094,11.7,0.11,0.44,-16.7,4/8,1.79,False
1h,3,0.786,0.25,2R,6,3,1,1,all,"(1, -1)",465,70,1.045,14.4,0.07,0.432,-32.7,4/8,1.79,False
1h,3,0.786,0.25,2R,6,3,1,1,kz,"(1,)",163,25,1.007,0.8,0.0,0.429,-26.2,5/8,1.79,False
1h,3,0.786,0.25,2R,6,3,1,1,kz,"(-1,)",115,18,1.093,7.0,0.06,0.443,-17.4,5/8,1.82,False
1h,3,0.786,0.25,2R,6,3,1,1,kz,"(1, -1)",278,43,1.041,7.8,0.04,0.435,-27.6,4/8,1.8,False
1h,3,0.786,0.25,2R,6,4,0,0,all,"(1,)",510,76,1.113,38.2,0.18,0.457,-32.4,5/8,1.76,False
1h,3,0.786,0.25,2R,6,4,0,0,all,"(-1,)",574,86,0.922,-31.0,-0.06,0.402,-77.7,5/8,1.78,False
1h,3,0.786,0.25,2R,6,4,0,0,all,"(1, -1)",1084,162,1.01,7.3,0.02,0.428,-50.8,4/8,1.77,False
1h,3,0.786,0.25,2R,6,4,0,0,kz,"(1,)",319,48,1.12,26.0,0.12,0.461,-32.8,6/8,1.78,False
1h,3,0.786,0.25,2R,6,4,0,0,kz,"(-1,)",360,54,0.947,-13.2,-0.04,0.408,-46.5,4/8,1.81,False
1h,3,0.786,0.25,2R,6,4,0,0,kz,"(1, -1)",679,101,1.027,12.7,0.04,0.433,-42.3,5/8,1.8,False
1h,3,0.786,0.25,2R,6,4,0,1,all,"(1,)",251,38,1.074,12.6,0.06,0.438,-30.0,5/8,1.8,False
1h,3,0.786,0.25,2R,6,4,0,1,all,"(-1,)",172,26,1.167,17.9,0.21,0.448,-12.7,5/8,1.81,False
1h,3,0.786,0.25,2R,6,4,0,1,all,"(1, -1)",423,63,1.11,30.5,0.16,0.442,-28.2,6/8,1.81,False
1h,3,0.786,0.25,2R,6,4,0,1,kz,"(1,)",152,23,1.033,3.6,0.02,0.434,-24.4,5/8,1.79,False
1h,3,0.786,0.25,2R,6,4,0,1,kz,"(-1,)",101,15,1.138,8.8,0.11,0.446,-12.2,5/8,1.83,False
1h,3,0.786,0.25,2R,6,4,0,1,kz,"(1, -1)",253,39,1.073,12.4,0.08,0.439,-25.3,4/8,1.81,False
1h,3,0.786,0.25,2R,6,4,1,0,all,"(1,)",510,76,1.113,38.2,0.18,0.457,-32.4,5/8,1.76,False
1h,3,0.786,0.25,2R,6,4,1,0,all,"(-1,)",574,86,0.922,-31.0,-0.06,0.402,-77.7,5/8,1.78,False
1h,3,0.786,0.25,2R,6,4,1,0,all,"(1, -1)",1084,162,1.01,7.3,0.02,0.428,-50.8,4/8,1.77,False
1h,3,0.786,0.25,2R,6,4,1,0,kz,"(1,)",319,48,1.12,26.0,0.12,0.461,-32.8,6/8,1.78,False
1h,3,0.786,0.25,2R,6,4,1,0,kz,"(-1,)",360,54,0.947,-13.2,-0.04,0.408,-46.5,4/8,1.81,False
1h,3,0.786,0.25,2R,6,4,1,0,kz,"(1, -1)",679,101,1.027,12.7,0.04,0.433,-42.3,5/8,1.8,False
1h,3,0.786,0.25,2R,6,4,1,1,all,"(1,)",251,38,1.074,12.6,0.06,0.438,-30.0,5/8,1.8,False
1h,3,0.786,0.25,2R,6,4,1,1,all,"(-1,)",172,26,1.167,17.9,0.21,0.448,-12.7,5/8,1.81,False
1h,3,0.786,0.25,2R,6,4,1,1,all,"(1, -1)",423,63,1.11,30.5,0.16,0.442,-28.2,6/8,1.81,False
1h,3,0.786,0.25,2R,6,4,1,1,kz,"(1,)",152,23,1.033,3.6,0.02,0.434,-24.4,5/8,1.79,False
1h,3,0.786,0.25,2R,6,4,1,1,kz,"(-1,)",101,15,1.138,8.8,0.11,0.446,-12.2,5/8,1.83,False
1h,3,0.786,0.25,2R,6,4,1,1,kz,"(1, -1)",253,39,1.073,12.4,0.08,0.439,-25.3,4/8,1.81,False
1h,3,0.786,0.25,2R,6,5,0,0,all,"(1,)",322,48,1.174,35.7,0.31,0.438,-17.2,5/8,1.84,False
1h,3,0.786,0.25,2R,6,5,0,0,all,"(-1,)",365,55,1.034,8.1,0.03,0.419,-39.2,5/8,1.82,False
1h,3,0.786,0.25,2R,6,5,0,0,all,"(1, -1)",687,102,1.098,43.8,0.21,0.428,-31.4,4/8,1.83,False
1h,3,0.786,0.25,2R,6,5,0,0,kz,"(1,)",195,30,1.207,25.5,0.21,0.441,-19.0,5/8,1.86,False
1h,3,0.786,0.25,2R,6,5,0,0,kz,"(-1,)",238,36,1.052,8.1,0.05,0.424,-24.7,5/8,1.84,False
1h,3,0.786,0.25,2R,6,5,0,0,kz,"(1, -1)",433,66,1.12,33.7,0.18,0.432,-29.1,5/8,1.85,False
1h,3,0.786,0.25,2R,6,5,0,1,all,"(1,)",172,26,1.192,21.0,0.2,0.436,-15.7,6/8,1.86,False
1h,3,0.786,0.25,2R,6,5,0,1,all,"(-1,)",109,17,1.39,24.5,0.51,0.486,-7.4,5/8,1.84,False
1h,3,0.786,0.25,2R,6,5,0,1,all,"(1, -1)",281,42,1.264,45.5,0.43,0.456,-16.0,6/8,1.85,False
1h,3,0.786,0.25,2R,6,5,0,1,kz,"(1,)",108,17,1.191,13.2,0.18,0.435,-11.4,5/8,1.87,False
1h,3,0.786,0.25,2R,6,5,0,1,kz,"(-1,)",69,11,1.185,7.9,0.16,0.449,-7.4,4/8,1.84,False
1h,3,0.786,0.25,2R,6,5,0,1,kz,"(1, -1)",177,27,1.189,21.1,0.25,0.441,-13.1,5/8,1.86,False
1h,3,0.786,0.25,2R,6,5,1,0,all,"(1,)",322,48,1.174,35.7,0.31,0.438,-17.2,5/8,1.84,False
1h,3,0.786,0.25,2R,6,5,1,0,all,"(-1,)",365,55,1.034,8.1,0.03,0.419,-39.2,5/8,1.82,False
1h,3,0.786,0.25,2R,6,5,1,0,all,"(1, -1)",687,102,1.098,43.8,0.21,0.428,-31.4,4/8,1.83,False
1h,3,0.786,0.25,2R,6,5,1,0,kz,"(1,)",195,30,1.207,25.5,0.21,0.441,-19.0,5/8,1.86,False
1h,3,0.786,0.25,2R,6,5,1,0,kz,"(-1,)",238,36,1.052,8.1,0.05,0.424,-24.7,5/8,1.84,False
1h,3,0.786,0.25,2R,6,5,1,0,kz,"(1, -1)",433,66,1.12,33.7,0.18,0.432,-29.1,5/8,1.85,False
1h,3,0.786,0.25,2R,6,5,1,1,all,"(1,)",172,26,1.192,21.0,0.2,0.436,-15.7,6/8,1.86,False
1h,3,0.786,0.25,2R,6,5,1,1,all,"(-1,)",109,17,1.39,24.5,0.51,0.486,-7.4,5/8,1.84,False
1h,3,0.786,0.25,2R,6,5,1,1,all,"(1, -1)",281,42,1.264,45.5,0.43,0.456,-16.0,6/8,1.85,False
1h,3,0.786,0.25,2R,6,5,1,1,kz,"(1,)",108,17,1.191,13.2,0.18,0.435,-11.4,5/8,1.87,False
1h,3,0.786,0.25,2R,6,5,1,1,kz,"(-1,)",69,11,1.185,7.9,0.16,0.449,-7.4,4/8,1.84,False
1h,3,0.786,0.25,2R,6,5,1,1,kz,"(1, -1)",177,27,1.189,21.1,0.25,0.441,-13.1,5/8,1.86,False
1h,3,0.786,0.25,2R,10,3,0,0,all,"(1,)",603,90,1.056,23.0,0.09,0.449,-36.5,4/8,1.75,False
1h,3,0.786,0.25,2R,10,3,0,0,all,"(-1,)",677,101,0.872,-61.9,-0.1,0.393,-93.3,3/8,1.77,False
1h,3,0.786,0.25,2R,10,3,0,0,all,"(1, -1)",1280,191,0.956,-38.9,-0.07,0.42,-86.3,3/8,1.76,False
1h,3,0.786,0.25,2R,10,3,0,0,kz,"(1,)",370,56,1.099,25.1,0.12,0.462,-31.4,4/8,1.76,False
1h,3,0.786,0.25,2R,10,3,0,0,kz,"(-1,)",423,63,0.914,-26.1,-0.08,0.404,-49.0,4/8,1.79,False
1h,3,0.786,0.25,2R,10,3,0,0,kz,"(1, -1)",793,118,0.998,-1.0,-0.0,0.431,-48.8,4/8,1.78,False
1h,3,0.786,0.25,2R,10,3,0,1,all,"(1,)",305,46,0.999,-0.3,-0.0,0.423,-34.5,4/8,1.79,False
1h,3,0.786,0.25,2R,10,3,0,1,all,"(-1,)",210,32,1.026,3.6,0.03,0.424,-17.0,4/8,1.79,False
1h,3,0.786,0.25,2R,10,3,0,1,all,"(1, -1)",515,77,1.01,3.4,0.01,0.423,-35.6,4/8,1.79,False
1h,3,0.786,0.25,2R,10,3,0,1,kz,"(1,)",179,28,1.014,1.7,0.01,0.43,-26.7,5/8,1.79,False
1h,3,0.786,0.25,2R,10,3,0,1,kz,"(-1,)",129,20,1.052,4.5,0.03,0.434,-20.5,5/8,1.82,False
1h,3,0.786,0.25,2R,10,3,0,1,kz,"(1, -1)",308,47,1.029,6.2,0.03,0.432,-30.0,4/8,1.8,False
1h,3,0.786,0.25,2R,10,3,1,0,all,"(1,)",603,90,1.056,23.0,0.09,0.449,-36.5,4/8,1.75,False
1h,3,0.786,0.25,2R,10,3,1,0,all,"(-1,)",677,101,0.872,-61.9,-0.1,0.393,-93.3,3/8,1.77,False
1h,3,0.786,0.25,2R,10,3,1,0,all,"(1, -1)",1280,191,0.956,-38.9,-0.07,0.42,-86.3,3/8,1.76,False
1h,3,0.786,0.25,2R,10,3,1,0,kz,"(1,)",370,56,1.099,25.1,0.12,0.462,-31.4,4/8,1.76,False
1h,3,0.786,0.25,2R,10,3,1,0,kz,"(-1,)",423,63,0.914,-26.1,-0.08,0.404,-49.0,4/8,1.79,False
1h,3,0.786,0.25,2R,10,3,1,0,kz,"(1, -1)",793,118,0.998,-1.0,-0.0,0.431,-48.8,4/8,1.78,False
1h,3,0.786,0.25,2R,10,3,1,1,all,"(1,)",305,46,0.999,-0.3,-0.0,0.423,-34.5,4/8,1.79,False
1h,3,0.786,0.25,2R,10,3,1,1,all,"(-1,)",210,32,1.026,3.6,0.03,0.424,-17.0,4/8,1.79,False
1h,3,0.786,0.25,2R,10,3,1,1,all,"(1, -1)",515,77,1.01,3.4,0.01,0.423,-35.6,4/8,1.79,False
1h,3,0.786,0.25,2R,10,3,1,1,kz,"(1,)",179,28,1.014,1.7,0.01,0.43,-26.7,5/8,1.79,False
1h,3,0.786,0.25,2R,10,3,1,1,kz,"(-1,)",129,20,1.052,4.5,0.03,0.434,-20.5,5/8,1.82,False
1h,3,0.786,0.25,2R,10,3,1,1,kz,"(1, -1)",308,47,1.029,6.2,0.03,0.432,-30.0,4/8,1.8,False
1h,3,0.786,0.25,2R,10,4,0,0,all,"(1,)",549,82,1.103,37.6,0.16,0.455,-35.0,5/8,1.76,False
1h,3,0.786,0.25,2R,10,4,0,0,all,"(-1,)",609,91,0.896,-44.6,-0.08,0.396,-79.2,5/8,1.78,False
1h,3,0.786,0.25,2R,10,4,0,0,all,"(1, -1)",1158,173,0.991,-6.9,-0.02,0.424,-54.4,4/8,1.77,False
1h,3,0.786,0.25,2R,10,4,0,0,kz,"(1,)",342,51,1.133,30.8,0.14,0.465,-32.1,5/8,1.78,False
1h,3,0.786,0.25,2R,10,4,0,0,kz,"(-1,)",385,57,0.935,-17.5,-0.06,0.405,-46.5,4/8,1.81,False
1h,3,0.786,0.25,2R,10,4,0,0,kz,"(1, -1)",727,108,1.026,13.2,0.05,0.433,-40.0,5/8,1.8,False
1h,3,0.786,0.25,2R,10,4,0,1,all,"(1,)",277,41,1.052,9.8,0.05,0.433,-31.2,5/8,1.81,False
1h,3,0.786,0.25,2R,10,4,0,1,all,"(-1,)",191,29,1.08,9.9,0.1,0.429,-15.1,5/8,1.81,False
1h,3,0.786,0.25,2R,10,4,0,1,all,"(1, -1)",468,70,1.063,19.7,0.1,0.432,-30.3,6/8,1.81,False
1h,3,0.786,0.25,2R,10,4,0,1,kz,"(1,)",166,26,1.035,4.1,0.03,0.434,-25.5,5/8,1.8,False
1h,3,0.786,0.25,2R,10,4,0,1,kz,"(-1,)",115,18,1.085,6.3,0.06,0.435,-16.9,5/8,1.83,False
1h,3,0.786,0.25,2R,10,4,0,1,kz,"(1, -1)",281,43,1.055,10.4,0.06,0.434,-28.1,4/8,1.81,False
1h,3,0.786,0.25,2R,10,4,1,0,all,"(1,)",549,82,1.103,37.6,0.16,0.455,-35.0,5/8,1.76,False
1h,3,0.786,0.25,2R,10,4,1,0,all,"(-1,)",609,91,0.896,-44.6,-0.08,0.396,-79.2,5/8,1.78,False
1h,3,0.786,0.25,2R,10,4,1,0,all,"(1, -1)",1158,173,0.991,-6.9,-0.02,0.424,-54.4,4/8,1.77,False
1h,3,0.786,0.25,2R,10,4,1,0,kz,"(1,)",342,51,1.133,30.8,0.14,0.465,-32.1,5/8,1.78,False
1h,3,0.786,0.25,2R,10,4,1,0,kz,"(-1,)",385,57,0.935,-17.5,-0.06,0.405,-46.5,4/8,1.81,False
1h,3,0.786,0.25,2R,10,4,1,0,kz,"(1, -1)",727,108,1.026,13.2,0.05,0.433,-40.0,5/8,1.8,False
1h,3,0.786,0.25,2R,10,4,1,1,all,"(1,)",277,41,1.052,9.8,0.05,0.433,-31.2,5/8,1.81,False
